City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,kuta,-8.7233,115.1723,26.97,94,75,7.2,ID,1683587537
334,novodvinsk,64.4165,40.8122,2.38,96,100,2.08,RU,1683587540
335,ixtapa,20.7,-105.2,29.57,51,0,5.66,MX,1683587543
336,altai,46.3722,96.2583,-0.47,55,57,1.31,MN,1683587546
337,ghat,24.9647,10.1728,29.55,14,98,3.88,LY,1683587550
338,vila velha,-20.3297,-40.2925,22.97,98,75,1.54,BR,1683587552
339,mawu,29.5923,107.3139,15.16,92,94,1.4,CN,1683587554
340,gadzhiyevo,69.2551,33.3362,0.85,93,100,5.47,RU,1683587556
341,jizzax,40.1158,67.8422,15.8,40,0,1.91,UZ,1683587558
342,bryne,58.7354,5.6477,13.3,67,75,8.23,NO,1683587560
343,kavieng,-2.5744,150.7967,29.04,74,94,3.28,PG,1683587562
344,alice springs,-23.7,133.8833,3.75,70,0,0.0,AU,1683587564
345,sur,22.5667,59.5289,30.94,34,0,4.31,OM,1683587566
346,askoy,60.4092,5.226,13.19,61,100,7.72,NO,1683587568
347,pacific grove,36.6177,-121.9166,19.08,73,20,4.63,US,1683587571
348,tuxpam de rodriguez cano,20.95,-97.4,31.9,68,7,6.01,MX,1683587573
349,porto novo,6.4965,2.6036,27.47,80,57,3.37,BJ,1683587575
350,carbonear,47.7332,-53.2148,6.8,86,100,8.55,CA,1683587577
351,rucar,45.4,25.1667,3.58,98,100,2.07,RO,1683587579
352,susuman,62.7833,148.1667,1.4,80,74,0.74,RU,1683587581
353,labytnangi,66.6572,66.4183,-9.67,90,64,2.48,RU,1683587583
354,puerto el triunfo,13.2833,-88.55,30.58,63,27,4.44,SV,1683587377
355,bardai,11.65,7.2333,28.71,26,56,3.68,NG,1683587588
356,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.54,GF,1683587594
357,polyarnyy,69.1989,33.4478,1.16,94,100,5.0,RU,1683587598
358,lata,40.1629,-8.3327,17.67,99,80,1.15,PT,1683587600
359,brookings,44.3114,-96.7984,22.92,47,0,2.06,US,1683587351
360,vallenar,-28.5708,-70.7581,20.96,36,4,0.42,CL,1683587606
361,wynyard,-41.0,145.7167,11.66,78,100,4.41,AU,1683587609
362,la ronge,55.1001,-105.2842,13.3,50,96,1.8,CA,1683587449
363,harper,4.375,-7.7169,27.23,84,46,3.42,LR,1683587614
